f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,Age,Sex,Class
0.09,0.04,0,0,0,1.67,0,64.98,1916.27,-7.36,-3.34,0.2,3.36,0.03,6.54,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.07,11.62,0.08,0,0.1,0.09,0,0.1,0.11,0,0.1,0.07,0.99,0.03,0.07,0.11,-0.14,-0.05,0,0.04,0.4,21.14,2.06,0.01,0.01,0.95,22,0.41,0.54,0.58,0,1.67,0.27,0.11,1587259.43,1.59,3.05,0.02,0.01,34.37,84.76,69.45,5404.23,1.32,6.11,1.54,0.18,0.02,0.49,0.07,16.3,0.09,9.54,14.38,6.07,-0.55,-1.48,-1.85,-2.1,-0.72,0.64,-0.33,0.19,-0.54,-0.49,-1.06,0,-0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.24,2.06,6.54,88201,100,0,0,0,0,0,0,0,0,0,0,0.88,-49.16,-49.95,-206.93,-1215.89,-6537.51,-12209.37,-15144.84,-8041.59,-28262.35,-8937.18,-2487.63,-592.54,-92.95,24.61,12.17,20.53,24.62,20.91,20.65,0,0.1,0.17,1.08,10.4,52.32,129.24,283.87,76.59,191.55,0.01,1.28,1.7,5.1,15.68,134.61,190.85,469.14,249.39,947.51,-1456813641,-1566316066,-1703104676,-1897082200,-2210643263,-2774334714,-3798424373,-5836358019,-9981603451,-18499477911,11805.13,6344.8,3447.93,1918.75,1116.38,698.92,476.72,364.92,311.11,287.66,242.07,957.32,3722.35,14095.3,50884.99,170599.63,524003.18,1429433.67,3496731.02,7876214.28,5456.67,15272.02,42610.15,117216.13,314080.62,813303.17,1993262.06,4605146.3,10129541.08,21430289.87,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0.1,0.18,0.18,0.11,0.22,-14397.88,-5241.66,-1992.29,-865.19,-336.37,-230.7,-156.58,-118.91,-67.44,-45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,-251642.58,-298497.03,-351649.89,-418668.54,-515955.74,-678879.93,-967236.83,-1538654.02,-2714175.18,-5173835.36,4136.83,2453.44,1445.05,860.1,529.85,348.44,248.06,197.17,173.81,165.59,0.12,0.48,1.85,6.99,25.23,84.51,259.28,707.17,1728.87,3890.73,2.71,7.59,21.14,58.06,155.56,401.12,986.36,2286.69,5026.92,10622.45,69,0,0
0.37,0.21,0,0,0,5.84,0,55.63,1033.87,-47.03,-17.15,-0.11,18.44,0.08,22.1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.12,17.86,0.12,0,0.13,0.14,0,0.13,0.16,0,0.13,0.09,1.57,0.05,0.14,0.18,-0.26,-0.1,0,0.13,0.37,7.12,1.62,0.21,0.08,0.84,61.05,17.07,0.79,0.69,0.04,1.07,0.2,0.16,1423303.01,1.68,3.02,0,0,3.65,4.55,4.24,347.05,1.06,4.74,1.28,4.88,0.47,3.8,0.12,5.18,0.13,7.29,13.2,3.57,0.21,-0.04,-0.32,-0.78,-2.23,0.89,1.08,0.39,-0.37,0.12,-0.5,0,0,0.01,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.75,7.16,22.1,88201,99.99,0,0,0,0,0,0,0,0,0,0,0.49,11.53,-1092.22,-7159.16,-2287.44,-2607.3,-423.44,-5536.84,-80695.29,-44058.63,-6173.54,-1598.23,-55.92,112.02,43.25,43.5,11.42,30.08,31.4,30.31,0,0.03,1.38,24.68,21.91,25.42,23.72,175.13,827.42,1041.81,0.04,0.29,2.34,38.04,37,50.42,63.64,473.25,2485.39,2097.59,-698040756.4,-754205823.8,-824924048.4,-926214185.6,-1091545097,-1390742569,-1942106579,-3044443901,-5291279647,-9918078504,11120.64,5998.12,3270.17,1825.45,1065.3,668.94,457.66,351.34,300.25,278.17,127.78,508.9,1976.73,7407.13,26645.96,89266.24,274029.14,747358.68,1829429.8,4134019.69,2833.08,8033.84,22991.73,62400.49,165644.81,425987.61,1047806.2,2434647.9,5327024.06,11278715.73,100,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.35,0.13,0.12,0.03,0.16,0.48,0.56,-11118.63,-4286.9,-1441.31,-597.04,-319.44,-194.56,-85.33,-104.74,-62.42,-60.31,0,0,0,0,0,0,0,0.01,0.02,0.03,0,0,0,0,0,0,0,0.01,0.07,0.06,-214743.18,-255980.11,-302769.98,-361804.66,-447596.5,-591449.93,-846886.98,-1353825.38,-2397666.19,-4583704.99,4008.67,2388.54,1411.77,842.64,520.29,342.83,244.5,194.64,171.78,163.82,0.11,0.42,1.64,6.19,22.32,74.74,229.25,625.32,1528.81,3441.97,2.39,6.7,18.7,51.43,137.65,354.53,872.05,2023.38,4444.55,9394.34,69,0,0
0.43,0.34,0,0,0,2.67,0,60.64,959.62,-33.19,-13.47,-2.16,12.82,0.24,9.23,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.04,5.15,0.03,0,0.04,0.04,0,0.04,0.05,0,0.04,0.04,0.49,0.01,0.07,0.13,-0.15,-0.03,0,0.03,0.4,21.02,2.26,0.01,0,1,8.3,0,0.32,0.52,0.19,3.02,0.29,0.08,1287181.1,1.52,3.1,0.02,0.01,61.58,3.22,3.18,191.54,1.09,5.92,1.39,0.07,0.01,0.31,0.04,7.69,0.06,8.84,11.21,5.02,-4.83,-2.12,-0.77,-1.39,-0.65,2.54,1.1,-1.38,-0.56,0.66,0.65,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.66,4.65,9.23,88201,99.68,0,0,0,0,0,0.01,0.02,0.01,0.09,0.18,-2127.38,-3085.91,-2217.1,-49334.76,-61185.34,-144735.38,-489223.86,-232178.01,-1511524.1,-3043146.52,-4817.78,-1311.31,4.58,136.49,109.77,70.39,73.4,52.1,59.16,61.88,0.65,4.16,2.39,102.54,227.24,960.32,2488.07,2054.43,15471.92,47994.07,12.17,42.76,16.4,349.78,911.71,3202.88,6914.26,5196.52,43705.01,107244.13,-325546086.5,-355945303,-396689062.7,-458759203.8,-565459522.2,-764639847.4,-1129831736,-1868570681,-3372590080,-6458661154,10417.68,5644.04,3090.57,1733.13,1016.58,641.97,441.56,340.63,292.21,271.44,116.05,484.51,2003.97,7355.08,26141.4,86041.32,260652.74,705583.77,1687227.66,3682177.44,2696.21,7203.6,22482.33,60190.36,156632.91,394571.91,1046693.33,2461196.18,5308431.35,11097148.64,99.99,0,0,0,0,0,0,0,0,0,0.01,0.08,0.14,0.32,1.18,1.09,1.25,0.55,1.13,-4.16,-16.11,-9710.69,-3903.11,-1255.41,-521.96,-193.3,-140.09,-72.26,-37.21,-20.61,-17.73,0,0,0,0,0.01,0.04,0.11,0.09,0.69,2.13,0,0,0,0.01,0.04,0.14,0.31,0.23,1.92,4.66,-180203.8,-216262.83,-257474.92,-310041.32,-387395.68,-518485.08,-751933.73,-1217210.67,-2176626.74,-4186240.66,3868.03,2317.7,1375.85,824.18,510.56,337.45,241.29,192.51,170.19,162.49,0.1,0.41,1.62,6.1,21.96,73.32,224.17,609.44,1482.85,3320.42,2.32,6.48,18.42,50.73,134.99,346.04,866.71,2012.77,4406.16,9277.26,68,1,1
0.2,0.05,0,0,0,3.74,0,166.54,4564.72,-23.07,-7.16,0.46,8.27,0.17,18.22,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.01,1.11,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0.1,0.1,0,0.01,0.05,-0.02,-0.01,0,0.01,0.31,24.08,4.96,0.01,0.01,0.94,44.78,5.54,0.33,0.51,0.1,8.1,2.55,0.06,19051.08,1.72,3.03,0.01,0.01,21.66,7.48,7.25,327.6,1.16,6.02,1.37,0,0,0.1,0.04,15.06,0.06,9.48,9.52,2.3,-5.37,-2.12,-1.03,-1.27,-0.02,1.2,1.16,0.64,1.13,2.41,0.88,-0.01,-0.03,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.57,5.87,18.22,88201,99.96,0,0,0,0,0,0,0,0,0.01,0.02,-1924.58,-86690.73,-24110.59,-44270.61,-95138.62,-173476.7,-329902.29,-211707.59,-1692363.51,-3690470.9,-5818.93,-2316.44,-522.11,-69.26,69.62,62.81,57.1,51.24,50.1,37.71,0.95,54.82,21.44,69.89,243.41,758.89,2462.33,2431.04,10046.43,24710.55,16.35,726.84,213.34,441.66,1144.24,2382.49,6364.22,5332.03,37092.48,82220.17,-4441428929,-4750639850,-5138667889,-5691388590,-6587957208,-8201146298,-11149312509,-17018209339,-28950293327,-53455597476,12842.44,6870.86,3718.36,2061.38,1195.12,745.71,507.1,387.11,329.2,303.72,594.35,2396.45,9420.88,35780.38,129652.69,434746.17,1336810.32,3667364.84,9016489.67,20395678.23,15077.44,38910.89,108555.46,300904.13,809727.17,2098155.6,4985641.93,11634373.46,25691770.27,54582336.06,100,0,0,0,0,0,0,0,0,0,0,0.02,0.24,0.11,0.17,0.28,0.41,0.7,0.38,0.44,-0.97,-11809.59,-5531.36,-2101.08,-900.8,-339.87,-190.76,-86.32,-104.65,-69.52,-34.06,0,0,0,0,0,0.01,0.02,0.02,0.07,0.19,0,0.01,0,0,0.01,0.02,0.05,0.04,0.27,0.62,-313919.47,-370076.46,-433891.47,-514532.45,-631845.86,-828545.23,-1177125.37,-1867830.23,-3288153,-6258417.74,4316.64,2544.63,1491.92,884.82,543.49,356.54,253.32,201.01,176.94,168.37,0.14,0.55,2.16,8.18,29.55,99.01,303.92,829.77,2030.83,4575.05,3.19,8.87,24.73,68.03,182.41,470.18,1150.29,2669.56,5874.87,12428.64,68,1,0
0.94,0.46,0.01,0,0.01,129.46,0,305.29,6317.52,-70.94,-6.66,-0.17,6.19,0.78,403.78,0,0.61,0.01,0,0.01,0,0,0,0,0,0,0,0,0.78,0.01,0.02,2.52,0.02,0,0.03,0.02,0,0.03,0.03,0,0.03,0.07,0.23,0,0.03,0.07,-0.04,-0.01,0,0.01,0.33,23.12,7.42,0.03,0.07,0.95,49.41,3.36,0.3,0.51,0.29,4.63,2.72,0.06,40247.79,1.55,2.95,0.04,0.04,50.62,27.69,23.76,1141.81,1.29,6.16,1.5,0.03,0,0.44,0.06,13.27,0.08,10.2,10.26,2.39,-4.83,-1.98,-2.13,-1.07,0.27,1.48,1.51,1.22,0.75,0.6,-0.09,0.01,-0.04,-0.01,0,0,0,0,0.01,0,0.01,0.01,0.01,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82,153.07,403.78,88201,85.83,0.01,0.02,0.03,0.07,0.11,0.2,0.32,0.86,5.22,7.34,-68799.45,-139396.54,-454971.91,-1298326.9,-2920393.14,-8603287.11,-15443325.5,-32334656.25,-191979715.6,-226127007.8,-5813.25,-1392.32,-91.38,98.36,133.65,117.83,90.94,80.69,82.62,68.21,52.55,120.75,466.86,1597.74,6540.9,16603.31,47571.81,234174.64,1120157.61,1844308.9,1106.07,1513.97,4228.29,10948.17,22251.87,65363.71,192339.5,587891.24,1908389.26,4629443.58,-1648279811,-1744401773,-1846800389,-1962400515,-2107650174,-2313821588,-2638611166,-3206197332,-4144778522,-6275271418,10995.78,5931.02,3231.92,1801.66,1049.41,655.72,446.26,341.53,291.5,269.34,664.3,2508.03,9320.68,33917.14,120556.05,399157.11,1172935.13,2791038,3231683.84,3823691.05,15235.14,41562.98,110105.96,284688.67,767733.96,1806025.79,5077940.85,11499879.26,17388768.7,17216348.07,99.77,0,0,0,0,0,0,0,0.01,0.08,0.12,0.52,0.88,1.47,2.2,0.67,-12.05,-28.26,-95.71,-719.79,-1130.78,-11006.57,-3922.88,-1405.17,-616.72,-247,-121.73,-50.45,-18.32,-13.57,-2.77,0,0,0.01,0.03,0.11,0.28,0.69,3.37,17.1,27.87,0.02,0.03,0.09,0.2,0.35,1,2.32,8.11,29.43,72.56,-213240.53,-253535.97,-298660.86,-354455.92,-433617.21,-563511.76,-790760.52,-1237454.21,-2149881.33,-4060545.52,3972.08,2369.37,1401.3,836.53,516.35,339.97,242.22,192.65,169.93,162.04,0.11,0.42,1.6,6.01,21.61,72.26,221.11,595.05,1394.08,3081.64,2.42,6.73,18.44,49.57,131.83,337.8,845.83,1976.48,4208.79,8558.17,68,1,0
0.06,0.03,0,0,0,1.64,0,37.49,1107.38,-3.72,-1.23,-0.03,1.22,0.05,6.45,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,6.61,0.04,0,0.03,0.05,0,0.03,0.06,0,0.03,0.06,0.58,0.01,0.07,0.1,-0.12,-0.06,0,0.06,0.26,18.81,1.52,0.01,0,1,9.28,0,0.32,0.61,0,1.12,0.12,0.14,2155333.68,1.65,3.08,0,0,8.52,9.13,9.03,1474.27,1.18,5.88,1.42,0.46,0.17,1.26,0.16,16.42,0.17,7.82,8.38,8.48,-0.56,-0.27,0.01,-1.5,-1.86,-0.49,1.13,0.7,-0.21,-0.28,0.14,0,-0.01,0.01,-0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.52,2.05,6.45,88201,100,0,0,0,0,0,0,0,0,0,0,0.76,-73.9,-96.52,-427.4,-403.81,-1846.16,-1786.77,-2840.55,-3077.01,-9555.52,-9659.8,-2937.5,-710.15,-187.69,11.03,35.02,20.48,4.67,-2.69,6.34,0,0.16,0.31,1.77,2.9,20.87,33.2,83.11,44.64,215.94,0.06,1.96,1.92,7.11,7.12,28.51,52.59,141.44,137.26,434.18,-784998838.4,-846588314.2,-923235344.9,-1031525351,-1206091213,-1519290641,-2089075053,-3224039801,-5534659869,-10286905993,11232.42,6054.28,3298.5,1839.87,1072.78,672.95,459.86,352.61,301.07,278.77,136.77,539.92,2116.61,8006.92,28903.28,96833.08,297202.32,810866.88,1984097.83,4471468.79,3100.46,8662.33,24110.15,66679.9,178726.71,460908.06,1128771.37,2616192.22,5753391.98,12162041.24,100,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.03,0.03,0.09,0.07,0.09,0.07,0.2,-15069.3,-5677.09,-2060.16,-909.87,-334.33,-174.26,-125.92,-133.48,-97.07,-108.98,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,-220528.14,-262600.56,-310268.15,-370272.68,-457239.41,-602715.72,-860211.65,-1370584.96,-2420954.85,-4619786.54,4030.21,2399.36,1417.23,845.42,521.74,343.61,244.92,194.88,171.94,163.94,0.11,0.43,1.66,6.29,22.71,76.05,233.26,636.21,1555.47,3500.81,2.43,6.82,19.01,52.27,140.03,360.79,887.09,2057.47,4522.87,9556.07,68,0,1
0.05,0.02,0,0,0,2.43,0,80.39,2427.65,-6.16,-2.55,-0.03,2.52,0.02,8.49,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,3.91,0.03,0,0.03,0.03,0,0.03,0.04,0,0.03,0.06,0.33,0,0.03,0.06,-0.07,-0.02,0,0.02,0.27,23.06,2.07,0.01,0,1,4.12,0,0.31,0.54,0,1.57,0.16,0.21,1941882.6,1.71,3.08,0.01,0,19.73,0.96,0.94,33.4,0.99,5.3,1.22,0.2,0.03,0.53,0.08,15.68,0.11,8.77,13.5,5.41,-3.41,-0.1,-1.45,-2.23,-2.48,-0.66,1.15,0.29,-1.16,-0.21,-0.24,-0.01,-0.02,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.84,2.84,8.49,88201,100,0,0,0,0,0,0,0,0,0,0,0.81,-10.77,1.12,-0.47,-148.08,-424.9,-523.33,-5024.03,-25857.92,-3044.83,-9154.13,-2634.54,-638.59,-188.75,-4.68,-21.08,-14,21.72,15.99,18.51,0,0.04,0.05,0.3,2.76,5.78,12.73,91.22,311.99,93.11,0.01,0.37,0.33,0.53,3.88,11.4,34.06,92.94,644.2,168.77,-1849083198,-1986364288,-2158538912,-2403787143,-2801742810,-3518162053,-4821680321,-7418544727,-12699995366,-23546098826,12026.44,6457.18,3505.85,1949.44,1133.45,709.17,483.45,369.9,315.2,291.32,304.74,1202.08,4669.54,17681.8,63856.35,213740.2,655400.01,1788027.89,4374573.11,9852203.36,6854.76,19232.14,53545.28,147018.84,393845.55,1013745.64,2491350.37,5784019.98,12705118.72,26823801.58,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.08,0.17,0.05,-14842.1,-5481.06,-2056.4,-953.92,-443.27,-290.36,-205.79,-79.59,-74.12,-93.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,-264285.69,-313073.69,-368464.65,-438383.62,-540002.4,-710305.18,-1011857.79,-1609588.43,-2839165.14,-5411393.01,4176.56,2473.62,1455.45,865.61,532.91,350.28,249.26,198.06,174.54,166.25,0.13,0.5,1.92,7.28,26.29,88.01,269.9,736.16,1799.77,4050.09,2.82,7.91,22.03,60.49,162.05,417.35,1026.79,2382.1,5235.59,11058.84,68,0,0
0.05,0.02,0,0,0,4.61,0,91.7,2753.3,-7.13,-3,0.1,2.97,0.04,16.5,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.07,10.92,0.07,0,0.08,0.08,0,0.08,0.1,0,0.08,0.1,0.93,0.03,0.09,0.14,-0.19,-0.05,0,0.05,0.37,23.16,1.36,0.01,0,1,2.55,0,0.4,0.53,0,1.72,0.28,0.08,1793395.28,1.5,3.02,0.01,0,27.97,3.94,3.86,127.82,1.14,5.79,1.28,0.54,0.12,1.09,0.1,13.18,0.12,8.32,11.09,5.55,-3.2,-0.62,-1.28,-2.57,-2.09,0.03,0.17,-0.06,-0.74,-0.35,0.23,-0.01,-0.02,0.01,0.01,0,0.01,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.83,5.4,16.5,88201,100,0,0,0,0,0,0,0,0,0,0,0.65,-80.48,-32.1,-136.87,-231.41,-1024.87,-3580.06,-8101,-15003.85,-168346.59,-8575.97,-2516.82,-653.3,-129.54,-3.32,18.35,14.86,0.15,25.61,26.1,0,0.15,0.14,0.89,2.69,10.76,48.16,115.6,156.73,1431.14,0.01,1.88,1.18,3.56,6.31,25.96,91.26,180.4,522.99,5064,-2260948744,-2424596359,-2628305651,-2915886182,-3378644394,-4206813379,-5706893063,-8688010452,-14743860034,-27160523011,12212.96,6551.41,3553.94,1974.45,1146.93,716.88,488.21,373.18,317.74,293.49,346.41,1370.26,5337.2,20196.78,72930.68,244275.92,749893.9,2047693.53,5013667.64,11289167.32,7813.46,21857.78,61040.02,167960.24,449769.27,1159508.96,2842060.5,6594571.66,14508708.11,30479792.11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.05,0.08,0.13,0.48,-14155.21,-5386.73,-2173.77,-873.08,-460.41,-221.38,-156.48,-117.73,-111.28,-64.99,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0.05,-275213.21,-325596.55,-382757.55,-454826.83,-559416.54,-734460.75,-1044052.04,-1657268.76,-2918181.75,-5554860.14,4209.45,2490.23,1463.92,870.02,535.29,351.64,250.1,198.64,174.99,166.63,0.13,0.51,1.97,7.45,26.91,90.11,276.39,753.91,1843.39,4148.23,2.88,8.09,22.54,61.93,165.91,427.39,1051.04,2438.05,5359.31,11310.21,68,0,0
0.07,0.03,0,0,0,1.93,0,64.39,1869.97,-10.25,-3.12,0.07,3.34,0.04,8.25,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.06,9.15,0.06,0,0.06,0.08,0,0.06,0.08,0,0.06,0.07,0.82,0.01,0.07,0.09,-0.15,-0.06,0.01,0.06,0.42,17.05,2.52,0.02,0.01,1,25.47,0,0.39,0.62,0,2.41,0.62,0.3,1743986.01,1.86,3.08,0.01,0.01,19.05,89.89,73.43,5137.01,1.3,5.89,1.45,0.31,0.03,0.94,0.12,21.37,0.14,5.03,1,6.95,-0.32,0.29,-1.31,-2.11,0,1.66,1.26,0.44,0.22,-0.6,-0.39,0,0,0,0,0,0,-0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.03,2.5,8.25,88201,100,0,0,0,0,0,0,0,0,0,0,0.6,-46.12,-351.08,-7899.92,-389.3,-713.47,-7478.77,-27356.89,-23089.18,-25583.24,-8373.96,-2201.91,-487.03,-101.77,-25.97,10.92,35.78,33.34,29.11,31.21,0,0.07,0.72,19.06,8.02,9.77,61.74,301.33,452.05,260.6,0.02,0.61,5.43,87.36,27.07,20.01,135.29,602.26,589.29,709.31,-1313219856,-1412993627,-1537903236,-1715470325,-2003123376,-2520595627,-3461807638,-5336578354,-9149700215,-16985983497,11708.77,6296.03,3422.97,1905.69,1109.27,694.77,474.1,363.06,309.62,286.37,220.12,872.69,3477.76,13053.9,47001.57,157395.2,482751.98,1316216.57,3217695.3,7244622.58,4941.33,13918.06,39277.59,108678.24,289702.21,746625.23,1834174.49,4252445.22,9332108.76,19734632.08,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.11,0.02,0.03,0.11,0.27,0.23,0.26,-13963.1,-4847.46,-1841.96,-758,-354.24,-263.16,-139.55,-97.79,-69.19,-56.54,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0.01,-246247.23,-292293.48,-344537.44,-410428.6,-506108.9,-666371.16,-950101.81,-1512496.69,-2669531.52,-5090706.1,4119.28,2444.56,1440.5,857.72,528.55,347.68,247.58,196.83,173.54,165.36,0.12,0.47,1.82,6.89,24.87,83.27,255.4,696.57,1702.8,3831.71,2.66,7.46,20.8,57.27,153.31,394.89,971.51,2253.42,4951.95,10463.59,67,0,1
0.04,0.01,0,0,0,2.54,0,93.3,2846.95,-5.2,-1.9,0.12,1.83,0.04,10.86,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,5.57,0.04,0,0.05,0.04,0,0.05,0.06,0,0.05,0.08,0.46,0.01,0.05,0.07,-0.11,-0.03,0,0.02,0.41,25.72,2.34,0,0,0.71,17.87,5.04,0.31,0.51,0,2.32,0.51,0.06,1783848.35,1.44,3.1,0.03,0.02,63.19,14.18,14.02,555.31,1.18,6.45,1.38,0.01,0,0.18,0.04,18.71,0.07,8.06,7.58,5.95,-4.11,-1.48,-0.78,-2.54,-1.72,0.41,1.25,0.08,-0.78,-0.28,-0.76,-0.01,-0.03,0.01,0,-0.01,0,0.01,0,0,0,0,0,-0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.49,3.64,10.86,88200,100,0,0,0,0,0,0,0,0,0,0,0.54,-10.65,-218.79,-1591.68,-255.85,-230.41,-4155.64,-9020.75,-13566.68,-56359.16,-8643.12,-2822.42,-690.45,-181.56,-71.31,13.18,25.7,40.07,22.44,30.03,0,0.02,0.48,5.3,2.38,2.31,30.74,155.35,219.67,1121.08,0.01,0.18,3.92,25.33,7.84,7.03,75.64,203.78,510.27,2060.63,-2391493732,-2564506433,-2780404456,-3086012943,-3579141534,-4463024656,-6069334917,-9261822997,-15747080663,-29054436763,12265.57,6578.2,3567.81,1981.86,1151.11,719.44,489.95,374.51,318.86,294.5,368.89,1456.22,5598.88,21218.42,76712.7,256735.48,787373.74,2151256.84,5272776.22,11896702.18,8294.96,23239.12,64773.55,176407.13,473303.06,1218011.97,2990155,6908607.06,15173961.72,32030227.63,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0.01,0.06,0.09,0.1,0.24,-14223.79,-5797.39,-2148.59,-939.25,-587.77,-262.03,-157.27,-86.23,-90.64,-73.67,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0.02,-278336.94,-329202.5,-386932.23,-459756.9,-565509.44,-742581.37,-1055973.1,-1676772.9,-2953297.42,-5622948.53,4218.63,2494.91,1466.35,871.31,536.02,352.08,250.41,198.87,175.19,166.81,0.13,0.51,1.99,7.52,27.15,90.89,278.72,760.34,1859.36,4185.58,2.91,8.17,22.77,62.45,167.35,430.96,1060.06,2457.12,5399.78,11403.67,67,0,0
