f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,Class
34,3,5170,128,8,0.02,0.51,0.08,0.76,0.56,0.17,0.3,0.4,0.24,0.51,0.04,1,0.56,0.65,0.12,0.65,0.6,0.16,0.6,0.55,0.47,0.46,0.42,0.22,0.39,0.44,0.49,0.01,0.07,0.24,0.29,0.38,0.29,0.61,0.4,0.37,0.26,0.46,0.22,0.42,0.27,0.26,0.55,0.8,0.81,0.88,0.84,0.48,0.58,0,0.07,0.03,0.25,0.33,0.4,0.46,0.37,0.42,0.46,0.48,0.59,0.22,0.3,0.3,0.55,0.63,0.37,0.71,0.15,0.42,0.5,0.01,0.93,0.66,0,0.36,0.21,0.04,0.25,0.52,0.47,0.42,0.64,0.64,0.72,0.62,0.68,0.67,0.67,0.01,0,0.61,0.4,0.84,0.8,0.7,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.71,0.65,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,1231,8,0.02,0.72,0.25,0.55,0.2,0.67,0.38,0.59,0.32,0.29,0,0,0.28,0.54,0.21,0.18,0.4,0.69,0.43,0.25,0.16,0.16,0.22,0.14,0.27,0.25,0.24,0.03,0.41,0.52,0.63,0.1,0.65,0.35,0.49,0.22,0.66,0.22,0.42,0.33,0.53,0.5,0.76,0.64,0.58,0.67,0.54,0.31,0.13,0.02,0.32,0.03,0.33,0.41,0.49,0.56,0.43,0.46,0.5,0.53,0.43,0.6,0.69,0.71,0.77,0.74,0.79,0.63,0.67,0.56,0,0.05,0.43,0.65,0.17,0.41,0.96,0.39,0.36,0.27,0.26,0.23,0.28,0.32,0.46,0.31,1,0.94,0.29,0,0,0.55,0.49,0.12,0.08,0.65,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.08,0.06,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,1
37,58.82682927,46188.3366,10,8,0.01,0.34,0.34,0.71,0.07,0.01,0.34,0.39,0.26,0.67,0,0,0.18,0.4,0.32,0.33,0.64,0.37,0.47,0.21,0.23,0.25,0.17,0,0.35,0.09,0.23,0.02,0.37,0.6,0.7,0.18,0.42,0.41,1,0.21,1,0.26,0.52,0.27,0.48,0.52,0.35,0.52,0.53,0.45,0.7,0.88,0.8,0.01,0.39,0,0.3,0.22,0.37,0.47,0.03,0.02,0.03,0.04,0.95,0.06,0.13,0.13,0.33,0.31,0.38,0.59,0.1,0.57,0,0.02,0.7,0.6,0.13,0.55,0.38,0.49,0.2,0.06,0.07,0.08,0.11,0.14,0.14,0.17,0.38,0.39,0.44,0,0,0.04,0.86,0.67,0.75,0.76,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.04,0.08,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
47,58.82682927,46188.3366,947,8,0.96,0.44,1,0.14,0.05,0.01,0.45,0.53,0.36,0.39,0.97,1,0.18,0.51,0.22,0.25,0.46,0.57,0.39,0.2,0.22,0.41,0.18,0.19,0.27,0.22,0.33,1,0.61,0.37,0.51,0.27,0.58,0.42,0.26,0.45,0.47,0.36,0.73,0.58,0.76,0.78,0.55,0.18,0.15,0.23,0.16,0.65,0.62,1,0.94,0.06,0.5,0.5,0.56,0.57,0.05,0.04,0.04,0.04,0.95,0.04,0.39,0.34,0.45,0.48,0.43,0.45,0.25,0.57,0,1,0.7,0.45,0.96,0.42,0.46,0.34,0.3,0.09,0.09,0.1,0.13,0.2,0.23,0.22,0.53,0.39,0.46,0.18,0.29,0.04,0.65,0.58,0.83,0.71,0.3,0.21,0.81,0.15,0.32,0.19,0.3,0.21,0.48,0.49,0.81,0,0,0.56,0.44,0.79,0.48,0.75,0.2,0.26,0.64,0.24,0.01,0.5,0.89,0.15,1
18,58.82682927,46188.3366,819,8,0.03,0.37,0.21,0.8,0.1,0.03,0.34,0.55,0.28,0.27,0.04,1,0.3,0.74,0.27,0.41,0.31,0.16,0.45,0.29,0.3,0.31,0.28,0.27,0.26,0.22,0.33,0.02,0.19,0.17,0.35,0.27,0.27,0.72,0.38,0.27,0.39,0.35,0.68,0.3,0.67,0.7,0.4,0.58,0.62,0.63,0.55,0.79,0.79,0.01,0.27,0,0.24,0.19,0.31,0.28,0.05,0.03,0.05,0.04,0.94,0.06,0.13,0.12,0.38,0.4,0.38,0.56,0.1,0.58,0,0.05,0.65,0.55,1,0.44,0.65,0.27,0.05,0.11,0.11,0.13,0.32,0.3,0.31,0.29,0.28,0.34,0.26,0,0,0.08,0.64,0.36,0.59,0.54,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.11,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,3,62940,1344,8,0,0.36,0.04,0.87,0.26,0.18,0.26,0.48,0.28,0.45,0.02,1,0.51,0.65,0.22,0.61,0.48,0.22,0.4,0.53,0.49,0.48,0.31,0,0.37,0.6,0.83,0.01,0.12,0.29,0.36,0.33,0.25,0.64,0.36,0.29,0.31,0.49,0.29,0.51,0.32,0.32,0.5,0.75,0.75,0.88,0.85,0.48,0.48,0,0.17,0.01,0.28,0.3,0.35,0.35,0.28,0.27,0.28,0.26,0.69,0.17,0.3,0.26,0.41,0.59,0.24,0.52,0.13,0.6,0,0.01,0.9,0.44,0.14,0.66,0,0.05,0.1,0.48,0.44,0.39,0.62,0.63,0.69,0.62,0.53,0.65,0.49,0,0,0.42,0.56,0.78,0.79,0.74,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0,0.6,0.72,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,1,29430,638,8,0,0.5,0.02,0.93,0.04,0.16,0.38,0.44,0.32,0.61,0,0,0.38,0.53,0.48,0.53,0.64,0.19,0.57,0.4,0.36,0.35,0.22,0.77,1,0.22,0.28,0.01,0.15,0.65,0.6,0.22,0.26,0.47,0.28,0.29,0.42,0.31,0.37,0.4,0.32,0.35,0.51,0.68,0.68,0.8,0.6,0.6,0.56,0.01,0.2,0,0.06,0.09,0.13,0.11,0.03,0.03,0.04,0.03,0.71,0.2,0.21,0.21,0.51,0.52,0.45,0.68,0.12,0.44,0.5,0.01,0.85,0.67,0.35,0.69,0.42,0.12,0.1,0.24,0.24,0.26,0.38,0.37,0.41,0.39,0.52,0.53,0.68,0,0,0.17,0.68,0.84,0.83,0.88,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.12,0.02,0.11,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
55,131,28875,572,8,0.01,0.5,0.01,0.99,0.03,0.01,0.39,0.49,0.27,0.21,0.02,1,0.52,0.83,0.74,0.71,0.3,0.06,0.33,0.48,0.39,0.38,0,0.28,0.34,0.18,0.22,0,0.05,0.14,0.2,0.34,0.1,0.81,0.67,0.23,0.47,0.42,0.29,0.32,0.34,0.32,0.51,0.86,0.88,0.91,0.82,0.78,0.78,0,0.04,0,0,0.03,0.18,0.15,0,0,0.02,0.02,0.96,0.04,0.16,0.18,0.55,0.61,0.34,0.77,0.04,0.38,0.5,0.01,0.89,0.72,0,0.36,0.75,0.01,0.09,0.23,0.21,0.2,0.52,0.44,0.44,0.44,0.16,0.53,0.49,0,0,0.06,0.9,0.53,0.4,0.86,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.1,0.03,0.04,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
22,58.82682927,46188.3366,1003,8,0.07,0.55,1,0.13,0.05,0.01,0.65,0.62,0.52,0.42,0.09,1,0.08,0.34,0.18,0.26,0.54,0.79,0.36,0.1,0.17,0.4,0.11,0.04,0.23,0.14,1,0.17,1,0.49,0.55,0.38,0.83,0.21,0.19,0.75,0.32,0.48,0.54,0.7,0.62,0.62,0.67,0.1,0.05,0,0.03,0.42,0.42,0.18,1,0,0.57,0.73,0.81,0.73,0.05,0.06,0.06,0.05,0.93,0.03,0.58,0.48,0.5,0.46,0.55,0.37,0.39,0.53,0.5,0.13,0.52,0.4,0.6,0.64,0.5,0.61,0.4,0.05,0.07,0.11,0,0.1,0.14,0.13,0.73,0.52,0.4,0.01,0,0.04,0.83,0.54,0.73,0.77,0.01,0.2,0.98,0.2,0.02,0.14,0.21,0.2,0.24,0.66,0.55,0,0,0.38,0.02,0.64,0.41,0.07,0.17,0.21,0.06,0,0.44,0.5,0.49,0.07,1
24,58.82682927,46188.3366,541,8,0.05,0.39,0.25,0.76,0.12,0.04,0.35,0.57,0.36,0.36,0.06,1,0.38,0.68,0.12,0.47,0.34,0.24,0.44,0.39,0.35,0.37,0.27,0.16,0.3,0.26,0.44,0.03,0.2,0.29,0.37,0.38,0.14,0.7,0.23,0.44,0.28,0.42,0.63,0.43,0.6,0.64,0.42,0.55,0.57,0.69,0.54,0.66,0.67,0.03,0.39,0.01,0.82,0.7,0.67,0.65,0.19,0.14,0.12,0.11,0.92,0.06,0.18,0.15,0.37,0.41,0.39,0.31,0.1,0.51,0.5,0.05,0.79,0.32,0.1,0.25,0.69,0.31,0.25,0.26,0.26,0.26,0.45,0.48,0.51,0.48,0.44,0.51,0.4,0.03,0.02,0.09,0.52,0.32,0.44,0.36,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.05,0.18,0.13,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
53,58.82682927,46188.3366,1035,8,0.01,0.39,0.01,0.85,0.08,0.2,0.42,0.49,0.32,0.43,0,0,0.25,0.48,0.1,0.45,0.48,0.45,0.44,0.29,0.29,0.29,0.29,0.19,0.21,0.23,0.27,0.02,0.34,0.22,0.3,0.27,0.36,0.47,0.34,0.37,0.38,0.35,0.65,0.38,0.72,0.72,0.47,0.54,0.59,0.47,0.71,0.64,0.56,0.01,0.22,0.01,0.25,0.32,0.36,0.46,0.12,0.14,0.14,0.16,0.83,0.16,0.26,0.22,0.4,0.46,0.35,0.5,0.22,0.55,0,0.01,0.87,0.47,0.16,0.27,0.69,0.39,0.26,0.16,0.16,0.15,0.28,0.29,0.31,0.29,0.52,0.28,0.19,0.03,0,0.2,0.56,0.38,0.52,0.56,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.17,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,35,31890,684,8,0.03,0.55,0.06,0.87,0.28,0.05,0.31,0.41,0.2,0.15,0.03,0.6,0.78,0.93,0.44,0.76,0.17,0.03,0.26,0.72,0.6,0.58,0.57,0,0.44,0.61,0.71,0,0.02,0.1,0.12,0.71,0.17,0.84,0.45,0.46,0.17,0.75,0.26,0.32,0.3,0.29,0.56,0.91,0.93,0.95,0.75,0.39,0.58,0,0.07,0.02,0.18,0.31,0.41,0.45,0.11,0.16,0.19,0.19,0.83,0.06,0.18,0.2,0.59,0.62,0.4,0.82,0.05,0.37,0.5,0.02,0.9,0.79,0.16,0.34,0.79,0.02,0.07,0.46,0.52,0.52,0.8,0.7,0.86,0.78,0.39,0.73,0.63,0,0,0.24,0.55,0.46,0.4,0.56,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.16,0.04,0.17,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,683,8,0,0.59,0.01,0.69,1,0.07,0.41,0.28,0.23,0.57,0.02,1,1,0.42,0.68,0.96,0.48,0.09,0.49,1,1,1,0.43,0.24,1,0.07,1,0,0.1,0.04,0.03,0.94,0.09,0.38,0.19,0.58,0.01,1,0.08,0.26,0.09,0.08,0.47,0.96,0.96,1,0.91,0.08,0,0,0.05,0.01,0.29,0.32,0.35,0.33,0.42,0.4,0.4,0.35,0.56,0.2,0.29,0.34,0.65,0.61,0.72,0.99,0.03,0,1,0.01,0.85,1,0.09,0.52,0.46,0,0.32,1,1,1,1,1,1,1,0,0.96,0.19,0,0,0.61,0.46,0.75,0.72,0.78,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.14,0.22,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,1168,8,0.16,0.62,0.03,0.74,0.48,0.42,0.44,0.57,0.4,0.25,0.18,1,0.58,0.72,0.19,0.53,0.31,0.26,0.39,0.56,0.48,0.49,0.38,0.24,0.41,0.3,0.34,0.08,0.2,0.28,0.3,0.41,0.25,0.68,0.4,0.34,0.32,0.5,0.45,0.56,0.59,0.54,0.58,0.67,0.62,0.77,0.64,0.53,0.54,0.04,0.2,0.15,0.6,0.63,0.66,0.69,0.84,0.78,0.75,0.72,0.53,0.59,0.5,0.48,0.63,0.57,0.7,0.49,0.44,0.49,0.5,0.06,0.9,0.53,0.1,0.15,0.6,0.11,0.21,0.67,0.67,0.69,0.75,0.71,0.85,0.71,0.62,0.63,0.15,0.09,0.03,0.6,0.44,0.39,0.68,0.67,0.02,0.11,0.97,0.14,0.01,0.05,0.13,0.11,0.83,0.85,0.03,0.19,0.12,0.15,0.03,0.57,0.38,0.07,0.4,0.14,0.07,0.05,0.85,0.5,0.61,0.19,0
13,58.82682927,46188.3366,1719,8,0.01,0.36,0.95,0.24,0.03,0.01,0.44,0.42,0.27,0.63,0,0,0.08,0.14,0.28,0.23,0.81,0.94,0.44,0.1,0.13,0.22,0.16,0.13,0.29,0,0.29,0.04,0.74,0.7,0.78,0.16,0.53,0.17,0.41,0.41,0.66,0.29,0.71,0.39,0.73,0.76,0.49,0.19,0.18,0,0.3,0.45,0.46,0.03,0.59,0,0,0.21,0.4,0.68,0,0.01,0.02,0.02,0.97,0,0.34,0.28,0.38,0.32,0.47,0.46,0.21,0.49,0.5,0.05,0.45,0.5,0.19,0.81,0.44,0.91,0.43,0.03,0.03,0.05,0.02,0.08,0.09,0.11,0.65,0.41,0.56,0,0,0.02,0.86,0.61,0.77,0.81,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.12,0.01,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
39,85,49056,952,8,0.06,0.53,0.01,0.98,0.05,0.01,0.4,0.4,0.24,0.29,0.07,1,0.5,0.7,0.1,0.65,0.39,0.13,0.54,0.48,0.4,0.38,0.62,0.24,0.42,0.33,0.36,0.01,0.06,0.11,0.22,0.35,0.2,0.66,0.67,0.3,0.34,0.48,0.31,0.28,0.33,0.33,0.55,0.85,0.86,0.91,0.71,0.48,0.57,0,0.03,0.01,0.14,0.14,0.13,0.11,0.03,0.02,0.02,0.02,0.93,0.03,0.18,0.2,0.58,0.58,0.42,0.88,0.03,0.19,0.5,0.02,0.93,0.86,0.14,0.27,0.63,0.05,0.11,0.19,0.19,0.2,0.46,0.42,0.44,0.45,0.38,0.35,0.31,0,0,0.08,0.78,0.63,0.7,0.82,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.08,0.15,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
34,17,79610,1750,8,0.05,0.43,0.08,0.65,0.12,1,0.37,0.52,0.33,0.44,0.06,1,0.24,0.49,0.13,0.24,0.46,0.56,0.27,0.23,0.24,0.23,0.31,0.17,0.4,0.31,0.37,0.06,0.43,1,0.9,0.18,0.57,0.48,0.75,0.1,0.91,0.19,0.53,0.56,0.68,0.64,0.53,0.43,0.41,0.53,0.26,0.36,0.32,0.04,0.49,0.15,0.3,0.35,0.4,0.5,1,1,1,1,0,1,0.38,0.34,0.48,0.49,0.53,0,0.69,0.92,0,0.07,0.65,0.01,0.3,0.4,0.15,0.44,0.72,0.4,0.41,0.39,0.26,0.33,0.48,0.31,0.44,0.77,0.68,0,0,1,0.16,0.63,0.71,0.52,0.01,0.26,0.98,0.32,0.01,0.16,0.2,0.26,0.82,0.76,0,0.4,0,0.26,0.02,0.5,0.48,0,1,1,0,0.01,0.77,0,0.51,0.18,0
6,58.82682927,46188.3366,983,8,0,0.2,0.03,0.91,0.23,0.05,0.15,0.19,0.09,0.42,0.02,1,0.73,0.48,0.31,0.85,0.37,0.12,0.49,0.83,1,1,0.72,0.48,0.41,0.11,0.96,0,0.07,0.04,0.03,0.98,0.11,0.65,0.11,0.73,0.04,0.99,0.75,0.43,0.9,0.88,0.24,0.6,0.7,0.83,0.42,0.61,0.57,0,0.21,0.01,0.18,0.18,0.24,0.27,0.14,0.12,0.15,0.15,0.86,0.03,0.09,0.06,0.21,0.27,0.13,0.63,0.05,0.51,0.5,0.01,0.91,0.58,0,0.27,0.35,0.01,0,1,1,1,0.78,0.87,1,0.85,0.83,0.82,0.29,0,0,0.33,0.45,0.57,0.56,0.74,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.23,0.73,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
48,58.82682927,46188.3366,846,8,0,0.55,0.13,0.78,0.15,0.36,0.48,0.53,0.3,0.1,0.02,1,0.4,0.87,0.37,0.52,0.14,0.07,0.81,0.36,0.28,0.28,0.33,0.33,0.25,0.25,0.31,0,0.14,0.12,0.11,0.33,0.24,0.74,0.11,0.39,0.2,0.48,0.48,0.26,0.54,0.53,0.55,0.76,0.77,0.78,0.75,0.7,0.72,0,0.06,0,0.27,0.22,0.26,0.34,0.11,0.08,0.08,0.1,0.73,0.08,0.18,0.2,0.61,0.62,0.57,0.59,0.14,0.19,0.5,0.01,0.83,0.59,0,0.6,0.79,0.07,0,0.13,0.11,0.09,0.33,0.34,0.36,0.36,0.21,0.41,0.94,0,0,0.17,0.45,0.52,0.59,0.57,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.18,0.02,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
35,58.82682927,46188.3366,1287,8,0,0.52,0.04,0.59,0.05,0.62,0.84,0.78,0.75,0.43,0,0,0.08,0.42,0.78,0.35,0.61,0.75,0.41,0.08,0.11,0.14,0.13,0.17,0.13,0.15,0.17,0.03,0.94,0.64,0.67,0.33,0.65,0.28,0.11,0.84,0.36,0.39,0.43,0.67,0.53,0.51,0.49,0.44,0.44,0.68,0.06,0.17,0.26,0,0.18,0,0.44,0.61,0.75,0.74,0.2,0.24,0.28,0.25,0.54,0.25,0.35,0.29,0.4,0.42,0.39,0.48,0.29,0.6,0,0.02,0.55,0.48,0.15,0.61,0.46,1,0.39,0.04,0.04,0.06,0.11,0.12,0.11,0.09,0.62,0.32,0.39,0,0,0.19,0.47,0.37,0.38,0.49,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.18,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
42,17,25112,501,8,0.04,0.51,0.07,0.92,0.09,0.03,0.38,0.47,0.27,0.35,0.06,1,0.47,0.72,0.14,0.52,0.44,0.19,0.62,0.45,0.35,0.34,0.4,0.43,0.34,0.27,0.49,0.01,0.1,0.15,0.29,0.22,0.25,0.66,0.48,0.35,0.44,0.31,0.39,0.37,0.41,0.41,0.54,0.74,0.75,0.84,0.68,0.57,0.63,0.01,0.13,0.01,0.24,0.31,0.32,0.33,0.06,0.07,0.06,0.06,0.92,0.04,0.24,0.25,0.56,0.62,0.32,0.79,0.08,0.4,0.5,0.04,0.78,0.74,0.13,0.47,0.42,0.04,0.1,0.28,0.25,0.23,0.59,0.55,0.55,0.54,0.41,0.52,0.44,0,0,0.1,0.62,0.7,0.75,0.64,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.13,0.16,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
51,683,48952,899,8,0.03,0.59,0.2,0.75,0.19,0.1,0.38,0.62,0.35,0.11,0.04,1,0.58,0.91,0.16,0.47,0.1,0.14,0.3,0.55,0.46,0.48,0.34,0.55,0.32,0.36,0.5,0.01,0.09,0.21,0.26,0.41,0.15,0.84,0.12,0.28,0.28,0.52,0.5,0.42,0.48,0.5,0.59,0.76,0.76,0.79,0.66,0.61,0.68,0.01,0.23,0.01,0.3,0.5,0.6,0.71,0.16,0.23,0.25,0.28,0.83,0.17,0.32,0.31,0.62,0.62,0.59,0.59,0.14,0.33,0.5,0.04,0.71,0.6,0.11,0.25,0.88,0.25,0.29,0.36,0.37,0.36,0.64,0.58,0.62,0.62,0.44,0.71,0.5,0,0,0.22,0.33,0.16,0.06,0.27,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.03,0.23,0.06,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,1199,8,0.01,0.48,0.02,0.77,0.84,0.05,0.37,0.26,0.2,0.5,0.02,1,1,0.59,0.56,0.94,0.41,0.07,0.58,1,1,1,1,1,1,0.73,0.72,0,0.04,0.06,0.04,1,0.17,0.47,0.32,0.64,0.01,1,0.11,0.24,0.19,0.15,0.37,0.95,0.96,0.98,0.93,0.06,0.01,0,0,0.01,0.45,0.37,0.47,0.47,0.53,0.38,0.44,0.4,0.67,0.19,0.16,0.19,0.53,0.52,0.4,0.94,0.04,0.12,1,0.01,0.88,0.93,0.12,0.23,0.44,0,0.13,1,1,1,1,1,1,1,0.09,0.63,0.07,0,0,0.49,0.35,0.79,0.85,0.76,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.01,0.23,0.05,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
6,58.82682927,46188.3366,907,8,0.05,0.64,0.03,0.84,0.21,0.33,0.45,0.5,0.3,0.24,0,0,0.39,0.6,0.27,0.3,0.37,0.6,0.45,0.36,0.26,0.25,0.31,0.21,0.26,0.35,0.35,0.04,0.25,0.32,0.43,0.14,0.44,0.51,0.43,0.26,0.56,0.26,0.59,0.34,0.6,0.61,0.65,0.64,0.65,0.66,0.63,0.3,0.33,0.02,0.27,0.02,0.25,0.33,0.39,0.41,0.12,0.14,0.15,0.15,0.77,0.16,0.41,0.41,0.69,0.68,0.7,0.48,0.34,0.44,0.5,0.03,0.87,0.5,0.11,0.27,0.77,0.23,0.28,0.35,0.34,0.32,0.46,0.43,0.49,0.43,0.44,0.71,0.28,0,0,0.21,0.63,0.32,0.44,0.76,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.02,0.39,0,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
53,58.82682927,46188.3366,1583,8,0.27,0.37,0.22,0.67,0.42,0.07,0.39,0.5,0.33,0.42,0.28,1,0.23,0.43,0.15,0.41,0.47,0.55,0.61,0.26,0.24,0.27,0.23,0.12,0.16,0.24,0.28,0.26,0.44,0.23,0.35,0.24,0.46,0.4,0.35,0.45,0.45,0.34,0.76,0.48,0.77,0.8,0.46,0.42,0.44,0.5,0.42,0.38,0.41,0.12,0.31,0.09,0.27,0.34,0.48,0.51,0.15,0.16,0.21,0.2,0.83,0.15,0.32,0.26,0.37,0.41,0.36,0.42,0.23,0.59,0,0.28,0.73,0.42,0.62,0.37,0.33,0.27,0.28,0.13,0.12,0.12,0.25,0.28,0.31,0.27,0.59,0.44,0.43,0.23,0.04,0.23,0.47,0.45,0.63,0.58,0.04,0.1,0.95,0.13,0.09,0.19,0.54,0.1,0.66,0.87,0.04,0,0.8,0.11,0.04,0.93,0.32,0.14,0.31,0.22,0.25,0.09,0.84,1,0.45,0.21,1
25,1,29020,655,8,0,0.24,0.01,0.95,0.01,0.01,0.22,0.23,0.13,1,0,0,0.27,0.04,0.19,0.55,0.87,0.31,1,0.31,0.34,0.33,0.11,0.06,0.29,0.29,0.48,0,0.13,0.1,0.19,0.41,0.6,0.19,0.11,0.38,0.3,0.38,0.25,0.23,0.35,0.32,0.24,0.67,0.71,0.86,0.67,0.36,0.43,0,0.05,0,0.34,0.25,0.2,0.25,0.09,0.06,0.04,0.05,0.91,0.04,0.11,0.11,0.27,0.25,0.29,0.76,0.04,0.36,0.5,0.2,0,0.76,0.01,0.93,0.65,0.08,0.08,0.42,0.41,0.4,0.4,0.49,0.57,0.56,0.83,0.68,0.75,0,0,0.11,0.65,0.67,0.72,0.68,0.069655172,0.217460815,0.924733542,0.246332288,0.09799373,0.215203762,0.343636364,0.217492163,0.689404389,0.726959248,0.220470219,0.134858934,0.114858934,0.259184953,0.075548589,0.556050157,0.305987461,0.06,0.04,0.03,0.163103448,0.076708464,0.698589342,0.440438871,0,0.19507837,0
